Customer_id,Date,Name,City,Product name,Category,Quantity,Price per product,Total bill
23470,2026-05-12,Ishwar Deshmukh,Kolkata,spoon,home_kichen,2,978,1956
35704,2026-09-17,Avi Walia,Bombay,fridge,electric,1,50194,50194
39401,2026-08-16,Jagrati Narayan,Hyderabad,Dish set,home_kichen,4,617,2468
47513,2025-12-10,Balendra Kunda,Jamnagar,Dish set,home_kichen,5,772,3860
19672,2026-03-18,Guneet Comar,Gandhinahagr,bowl,home_kichen,2,957,1914
8054,2026-10-30,Parth Puri,junagath,cooler,electric,4,50146,200584
18885,2026-09-03,Chakrika Andra,Rajkot,pent,cloth,4,1497,5988
42901,2026-03-25,Balhaar Tripathi,Bangalore,tablet,electric,4,50037,200148
40865,2026-01-02,Qarin Baral,Bangalore,crockery,home_kichen,1,444,444
4881,2026-07-05,Tripti Suresh,Ahemdabad,pent,cloth,1,1868,1868
36794,2026-06-05,Yash Barad,Bangalore,cooler,electric,5,50271,251355
45462,2026-04-30,Inaya Bhavsar,Surat,spoon,home_kichen,1,695,695
15842,2026-05-18,Qabil Dua,Gandhinahagr,cooler,electric,2,50002,100004
16938,2026-02-28,Mahika Salvi,Bangalore,spoon,home_kichen,3,831,2493
15014,2026-04-28,Aahana Puri,surendranagar,t shirt,cloth,4,1859,7436
18319,2026-06-17,Gagan Raj,Bombay,kurti,cloth,5,1489,7445
7264,2026-01-11,Balveer Chad,Hyderabad,blush,beauty_product,4,2986,11944
21339,2026-04-01,Irya Jaggi,Bombay,kurti,cloth,3,1519,4557
23150,2026-01-31,Tanveer Sharma,Hyderabad,powder,beauty_product,5,2848,14240
29147,2026-02-24,Azaan Bhat,Bombay,foundation,beauty_product,1,2967,2967
44921,2026-04-27,Ladli Upadhyay,Gandhinahagr,washingmachine,electric,4,49943,199772
10154,2026-10-08,Oeshi Raj,Bombay,bowl,home_kichen,1,510,510
29740,2026-05-15,Dalaja Bhat,Ahemdabad,powder,beauty_product,5,2744,13720
47834,2026-09-12,Advaith Tata,Rajkot,fridge,electric,2,50126,100252
39828,2026-10-21,Gaurangi Saha,junagath,fridge,electric,1,50082,50082
1427,2026-05-13,Rishi Kant,surendranagar,foundation,beauty_product,2,2900,5800
17594,2025-12-06,Harini Walla,Gandhinahagr,mobile,electric,2,50238,100476
17038,2026-09-05,Krish Balakrishnan,Kolkata,pent,cloth,4,1803,7212
10723,2026-03-02,Oviya Gopal,surendranagar,kurti,cloth,5,1990,9950
28167,2026-06-19,Tanay Banik,Hyderabad,powder,beauty_product,5,2969,14845
25638,2025-11-20,Udarsh Comar,Surat,shirt,cloth,1,1599,1599
20573,2026-03-06,Yatan Mani,Bombay,short top,cloth,1,1956,1956
39032,2026-06-18,Dipta Shroff,Kolkata,shirt,cloth,2,1826,3652
37616,2025-11-19,Hredhaan Patla,Ahemdabad,short top,cloth,5,1495,7475
29064,2025-11-13,Anirudh Balakrishnan,Ahemdabad,foundation,beauty_product,4,2789,11156
27680,2025-11-18,Amruta Khare,Bombay,suit,cloth,2,1940,3880
35621,2026-03-11,Anamika Guha,Bombay,blush,beauty_product,4,2550,10200
40563,2026-02-01,Onveer Gole,surendranagar,blush,beauty_product,1,2474,2474
9665,2026-04-06,Leena Bobal,Ahemdabad,shirt,cloth,5,1427,7135
10244,2026-03-24,Upkaar Khalsa,Gandhinahagr,blush,beauty_product,4,2856,11424
28483,2025-11-06,Irya Sridhar,Ahemdabad,fridge,electric,5,50113,250565
26452,2026-01-06,Barkha Mann,Ahemdabad,laptop,electric,1,50351,50351
15434,2026-05-31,Advaith Shere,Hyderabad,Dish set,home_kichen,4,791,3164
17550,2026-04-17,Aayush Devan,surendranagar,fridge,electric,5,50227,251135
34562,2025-12-02,Widisha Chahal,Gandhinahagr,shirt,cloth,5,1973,9865
16584,2025-11-05,Bhanumati Suresh,Bombay,spoon,home_kichen,1,412,412
10519,2026-01-26,Chakrika Barad,Rajkot,crockery,home_kichen,5,800,4000
11775,2026-05-28,Nathan Johal,Ahemdabad,tube light,electric,5,50175,250875
1867,2026-05-11,Brijesh Lalla,Ahemdabad,suit,cloth,2,1966,3932
50749,2026-06-01,Yashica Ramanathan,Gandhinahagr,kurti,cloth,4,1459,5836
42044,2026-01-09,Fitan Sridhar,Bombay,powder,beauty_product,3,2526,7578
34439,2026-06-06,Tejas Dasgupta,Hyderabad,kurti,cloth,5,1678,8390
36661,2026-08-05,Jairaj Krish,surendranagar,pent,cloth,3,1442,4326
22854,2026-04-28,Om Madan,Jamnagar,fridge,electric,3,50291,150873
46470,2026-06-12,Bakhshi Pandit,Ahemdabad,t shirt,cloth,5,1884,9420
10625,2026-10-02,Avi Chad,Hyderabad,pent,cloth,5,1969,9845
49293,2026-03-22,Nathan Bedi,Gandhinahagr,fridge,electric,2,50358,100716
8684,2026-09-30,Maanav Krishnamurthy,Gandhinahagr,shirt,cloth,2,1845,3690
33549,2026-05-29,Hiral Thaman,junagath,short top,cloth,3,1937,5811
42983,2026-02-26,Wishi Ranganathan,Gandhinahagr,Dish set,home_kichen,2,973,1946
33424,2026-09-07,Vaishnavi Goyal,Bombay,bowl,home_kichen,2,998,1996
34843,2026-07-12,Shaurya Chandran,Bangalore,Dish set,home_kichen,4,794,3176
33944,2025-11-14,Shaurya Pandit,junagath,shirt,cloth,1,1932,1932
22098,2025-11-21,Kamala Dora,junagath,crockery,home_kichen,1,676,676
3841,2026-10-16,Om Sundaram,Kolkata,washingmachine,electric,2,50484,100968
13019,2026-04-20,Jeevika Iyengar,Bombay,blush,beauty_product,4,2400,9600
40125,2026-03-02,Daniel Natt,Ahemdabad,lipstick,beauty_product,3,2617,7851
36045,2026-02-07,Barkha Bhargava,Rajkot,pent,cloth,5,1850,9250
20922,2026-05-23,Devansh Devi,surendranagar,bowl,home_kichen,2,511,1022
35627,2026-07-23,Veer Palla,junagath,bowl,home_kichen,2,915,1830
41103,2026-05-17,Pratyush Gokhale,Hyderabad,lipstick,beauty_product,2,2438,4876
9633,2026-07-04,Ekantika Murthy,Kolkata,powder,beauty_product,5,2745,13725
33836,2026-10-07,Zinal Dhingra,Kolkata,laptop,electric,4,50259,201036
32781,2025-11-22,Rudra Chhabra,Rajkot,bowl,home_kichen,4,726,2904
20994,2026-05-22,Pratyush Chaudhary,Bangalore,foundation,beauty_product,3,2564,7692
28120,2026-04-20,Dominic Sidhu,Hyderabad,foundation,beauty_product,1,2411,2411
35730,2026-01-26,Darpan Raj,Hyderabad,bowl,home_kichen,1,538,538
2490,2026-09-23,Hritik Nagarajan,Kolkata,cooler,electric,3,50068,150204
15314,2025-11-20,Jagrati Rama,Rajkot,lipstick,beauty_product,3,2539,7617
24621,2026-10-14,Harish Radhakrishnan,surendranagar,lipstick,beauty_product,1,2626,2626
16917,2026-07-18,Aarav Edwin,Jamnagar,fan,electric,5,50402,252010
49919,2025-11-16,Rayaan Ghose,Kolkata,short top,cloth,4,1867,7468
39727,2026-02-12,Chatura Sha,Rajkot,short top,cloth,2,1520,3040
2672,2025-11-16,Omya Hayer,Gandhinahagr,spoon,home_kichen,2,851,1702
50869,2026-10-05,Timothy Mitter,surendranagar,fan,electric,2,49972,99944
30609,2026-02-15,Ojas Vaidya,Hyderabad,short top,cloth,5,1519,7595
40657,2026-02-23,Anmol Misra,surendranagar,TV,electric,1,50372,50372
46804,2026-03-07,Zayan Dayal,Ahemdabad,shirt,cloth,3,1638,4914
9321,2025-11-09,Jagvi Kaul,Jamnagar,tablet,electric,1,50061,50061
14271,2025-11-03,Reyansh Dugar,Bombay,powder,beauty_product,5,2514,12570
37952,2026-09-18,Arunima Devi,junagath,blush,beauty_product,2,2852,5704
48029,2026-05-07,Balveer Thaman,Ahemdabad,powder,beauty_product,1,2599,2599
16385,2026-02-14,Kabir Lala,Gandhinahagr,TV,electric,3,50280,150840
41199,2026-08-30,David Pandey,Surat,suit,cloth,2,1455,2910
40453,2026-06-05,Girindra Kade,Hyderabad,mobile,electric,4,50016,200064
36080,2026-03-29,Hiral Butala,Gandhinahagr,Dish set,home_kichen,1,873,873
41112,2026-08-10,Zarna Kar,Jamnagar,AC,electric,1,50022,50022
8675,2026-05-06,Siddharth Chatterjee,surendranagar,spoon,home_kichen,5,603,3015
22577,2025-12-15,Chavvi Sheth,surendranagar,shirt,cloth,2,1793,3586
14835,2026-09-25,Janya Pradhan,Jamnagar,shirt,cloth,2,1470,2940
39510,2026-06-07,Hema Gala,Jamnagar,Dish set,home_kichen,3,631,1893
47573,2026-03-31,Chavvi Bhatnagar,Hyderabad,tube light,electric,2,50268,100536
28554,2026-03-02,Leela Ratta,Gandhinahagr,short top,cloth,2,1442,2884
44244,2025-11-26,Leela Tank,Surat,shirt,cloth,2,1767,3534
10683,2025-12-30,Triveni More,junagath,shirt,cloth,4,1556,6224
16182,2026-02-11,Waida Golla,Kolkata,spoon,home_kichen,3,892,2676
40859,2026-07-06,Eiravati Randhawa,Bombay,TV,electric,1,50254,50254
11899,2026-02-16,Hritik Loyal,surendranagar,spoon,home_kichen,2,899,1798
4121,2026-03-16,Gopal Wason,Bangalore,suit,cloth,4,1520,6080
28305,2026-09-17,Nirja Deshpande,Ahemdabad,blush,beauty_product,5,2500,12500
31702,2026-09-21,Abeer Gola,surendranagar,lipstick,beauty_product,5,2804,14020
18622,2026-05-21,Bhavika Salvi,Hyderabad,suit,cloth,2,1454,2908
30614,2026-07-08,Ayaan Ratti,Hyderabad,TV,electric,4,49982,199928
49741,2026-10-15,Watika Kalita,Kolkata,spoon,home_kichen,2,887,1774
21504,2026-10-11,Qadim Dhaliwal,Bangalore,kurti,cloth,5,1413,7065
31649,2025-12-10,Hiral Mittal,Bangalore,blush,beauty_product,2,2676,5352
39255,2026-03-18,Jagvi Dhar,Ahemdabad,cooler,electric,5,50189,250945
31700,2025-11-14,Jack Issac,Rajkot,foundation,beauty_product,2,2963,5926
29296,2026-01-21,Garima Muni,Jamnagar,powder,beauty_product,2,2749,5498
45888,2025-11-02,Keya Varghese,junagath,foundation,beauty_product,1,2728,2728
10762,2026-03-08,Rajata Sharaf,Kolkata,short top,cloth,2,1504,3008
4413,2026-03-20,Mugdha Shan,surendranagar,spoon,home_kichen,3,410,1230
7727,2025-11-04,Yash Tandon,junagath,blush,beauty_product,3,2671,8013
36097,2025-11-07,Sachi Kunda,Bangalore,short top,cloth,4,1455,5820
21780,2026-04-04,Chaitaly Dube,Jamnagar,pent,cloth,3,1794,5382
29683,2025-11-14,George Gole,Surat,bowl,home_kichen,2,891,1782
39659,2026-02-21,Harini Sengupta,Bombay,laptop,electric,2,50488,100976
44241,2026-09-02,Nathaniel Mani,Rajkot,pent,cloth,1,1951,1951
5394,2026-08-25,Idika Kade,Ahemdabad,tablet,electric,2,50378,100756
22538,2026-06-10,Hemani Halder,Ahemdabad,t shirt,cloth,5,1807,9035
30423,2025-12-09,Balendra Ravi,Hyderabad,mobile,electric,3,50278,150834
32573,2025-12-03,Harshil Chawla,Jamnagar,bowl,home_kichen,3,589,1767
34462,2026-02-11,Bishakha Uppal,Hyderabad,washingmachine,electric,3,50368,151104
4903,2026-06-08,Tanmayi Prashad,junagath,foundation,beauty_product,1,2947,2947
16701,2026-07-25,Geetika Shanker,junagath,t shirt,cloth,1,1750,1750
23186,2026-10-27,Pranit Oza,Kolkata,spoon,home_kichen,5,753,3765
1594,2026-10-18,Krishna Shere,Bombay,bowl,home_kichen,3,947,2841
43598,2025-12-21,Reva Yadav,Hyderabad,foundation,beauty_product,1,2520,2520
25783,2026-01-04,Liam Mand,Gandhinahagr,shirt,cloth,4,1777,7108
41601,2025-12-16,Yatin Wable,Bangalore,powder,beauty_product,3,2717,8151
44922,2026-06-13,Tanmayi Ghosh,Jamnagar,foundation,beauty_product,4,2952,11808
1036,2026-07-13,Vihaan Bali,Bangalore,bowl,home_kichen,4,711,2844
43177,2026-05-17,Tanmayi Hans,surendranagar,Dish set,home_kichen,3,975,2925
1626,2026-01-26,Vasana Devi,surendranagar,spoon,home_kichen,4,871,3484
40642,2025-11-14,Victor Varkey,Surat,blush,beauty_product,2,2651,5302
7888,2026-02-14,Anya Mistry,Hyderabad,short top,cloth,1,1680,1680
48842,2026-09-25,Agastya Tripathi,Gandhinahagr,blush,beauty_product,5,2900,14500
1501,2026-09-05,Warjas Sinha,Hyderabad,pent,cloth,1,1820,1820
29794,2026-05-16,Baljiwan Jha,Kolkata,foundation,beauty_product,3,2473,7419
48403,2026-04-30,Unnati Naidu,Kolkata,Dish set,home_kichen,3,680,2040
6192,2026-01-03,Janani Basak,junagath,shirt,cloth,5,1489,7445
37461,2026-08-22,Oeshi Dutta,Bangalore,powder,beauty_product,4,2411,9644
14969,2026-04-01,Jeet Wali,Jamnagar,kurti,cloth,2,1772,3544
43105,2026-06-24,Nakul Badami,surendranagar,powder,beauty_product,4,2929,11716
34890,2026-05-17,Tejas Sunder,surendranagar,crockery,home_kichen,3,955,2865
49921,2026-08-21,Isha Bal,Ahemdabad,blush,beauty_product,1,2431,2431
13639,2026-02-19,Jyoti Sidhu,surendranagar,laptop,electric,5,50201,251005
16829,2026-06-27,Yashawini Samra,Jamnagar,bowl,home_kichen,5,850,4250
23482,2026-05-10,Matthew Dani,Surat,lipstick,beauty_product,5,2957,14785
33129,2025-11-05,Widisha Bhattacharyya,Bombay,lipstick,beauty_product,2,2404,4808
17684,2026-01-23,Yatan Nadig,Gandhinahagr,tablet,electric,4,50469,201876
46463,2026-07-01,Prisha Purohit,Kolkata,tube light,electric,2,50017,100034
2680,2026-06-06,Arin Kale,Kolkata,laptop,electric,2,49954,99908
2600,2025-12-05,Meera Pillai,surendranagar,shirt,cloth,3,1525,4575
22148,2026-04-21,Hemang Peri,Surat,fan,electric,1,50261,50261
5673,2026-02-03,Zinal Jaggi,surendranagar,spoon,home_kichen,5,705,3525
1423,2025-11-09,Veer Krishnamurthy,Gandhinahagr,blush,beauty_product,1,2532,2532
41984,2026-02-01,Aditya Dewan,junagath,blush,beauty_product,3,2417,7251
3014,2025-11-15,Reva Mand,Bangalore,short top,cloth,3,1704,5112
9172,2026-02-25,Manbir Jani,Surat,short top,cloth,5,1716,8580
23110,2026-09-07,Bachittar Varghese,Gandhinahagr,t shirt,cloth,3,1436,4308
50319,2025-11-06,Gaurang Mand,Ahemdabad,blush,beauty_product,2,2479,4958
27061,2026-07-17,Tara Dave,Bangalore,shirt,cloth,2,1454,2908
18887,2026-09-17,Manthan Narayanan,Jamnagar,spoon,home_kichen,3,950,2850
49742,2025-12-02,Tarak Krishnan,junagath,bowl,home_kichen,3,853,2559
4573,2026-08-15,Zayyan Seth,Bombay,t shirt,cloth,3,1920,5760
34677,2025-12-13,Damyanti Uppal,Hyderabad,spoon,home_kichen,3,953,2859
47678,2026-08-14,Vinaya Hans,Jamnagar,AC,electric,3,50199,150597
35652,2026-09-02,Shaurya Brar,Jamnagar,bowl,home_kichen,1,808,808
13550,2026-03-16,Laksh Dhillon,Bombay,fan,electric,1,50079,50079
43821,2026-10-31,Vihaan Babu,Hyderabad,crockery,home_kichen,4,469,1876
27409,2026-03-26,Kashvi Goel,Bombay,crockery,home_kichen,1,859,859
17183,2026-01-04,Tejas Tella,Bangalore,bowl,home_kichen,1,852,852
35397,2026-03-15,Robert Shere,Bangalore,lipstick,beauty_product,1,2727,2727
20923,2026-02-19,Ishani Baral,Bombay,powder,beauty_product,5,2931,14655
28406,2026-01-02,Nachiket Nayar,junagath,Dish set,home_kichen,1,657,657
45029,2026-02-06,Maanav Dhawan,surendranagar,washingmachine,electric,4,49985,199940
40288,2026-02-14,Dominic Rama,surendranagar,tablet,electric,5,50163,250815
26498,2025-11-22,Rachita Lall,Bombay,mobile,electric,2,50430,100860
38342,2026-09-16,Udant Shukla,Ahemdabad,foundation,beauty_product,3,2886,8658
47424,2025-12-04,Kiaan Rana,Ahemdabad,tablet,electric,5,50345,251725
32570,2026-09-25,Dayita Bhatia,surendranagar,powder,beauty_product,3,2416,7248
4877,2026-09-10,Falan Thaman,surendranagar,Dish set,home_kichen,3,610,1830
43797,2026-10-19,Waida Prabhu,surendranagar,lipstick,beauty_product,4,2565,10260
18023,2025-12-16,Faris Chatterjee,Hyderabad,Dish set,home_kichen,1,635,635
16737,2026-10-14,Frado Dada,surendranagar,crockery,home_kichen,5,588,2940
39119,2026-06-05,Banjeet Taneja,Surat,t shirt,cloth,3,1483,4449
24565,2026-07-18,Andrew Malhotra,Hyderabad,Dish set,home_kichen,4,687,2748
32914,2026-02-24,Ekaja Jain,Surat,pent,cloth,3,1465,4395
8878,2026-02-13,Girish Shah,Surat,blush,beauty_product,2,2404,4808
35188,2026-09-17,Dev Shetty,Gandhinahagr,shirt,cloth,1,1428,1428
7937,2026-09-30,Wakeeta Sridhar,Hyderabad,spoon,home_kichen,1,411,411
24766,2026-05-29,Aayush Nadkarni,surendranagar,suit,cloth,5,1917,9585
29358,2026-01-29,Oeshi Loke,Kolkata,fan,electric,2,50316,100632
24971,2026-05-25,Nikita Nadig,Bombay,washingmachine,electric,4,50061,200244
35325,2025-11-11,Chakradev Basu,Jamnagar,pent,cloth,5,1444,7220
9897,2026-07-29,Utkarsh Mandal,Kolkata,spoon,home_kichen,1,702,702
22764,2026-08-18,Widisha Sinha,Kolkata,fridge,electric,4,50198,200792
14595,2025-11-19,Banjeet Choudhary,Rajkot,suit,cloth,1,1425,1425
42213,2025-12-31,Reva Bora,Ahemdabad,tablet,electric,4,50020,200080
22075,2025-11-12,Yochana Tandon,Rajkot,bowl,home_kichen,1,487,487
8067,2026-02-21,Eiravati Dhar,Bangalore,bowl,home_kichen,2,457,914
36426,2026-07-29,Advay Bassi,junagath,bowl,home_kichen,2,701,1402
32515,2026-05-23,Upasna Kumer,surendranagar,kurti,cloth,5,1673,8365
23261,2026-07-09,Andrew Suresh,Rajkot,fan,electric,4,50435,201740
14129,2025-12-05,Reva Luthra,Hyderabad,suit,cloth,3,1728,5184
8565,2025-11-28,Jack Om,Hyderabad,spoon,home_kichen,4,687,2748
43956,2026-06-30,Oliver Mangat,Bombay,bowl,home_kichen,5,958,4790
29115,2026-10-30,Rishi Dora,Surat,foundation,beauty_product,1,2724,2724
32925,2026-07-21,Yamini Kuruvilla,Kolkata,lipstick,beauty_product,4,2792,11168
38177,2026-06-15,Amruta Chakrabarti,Bangalore,Dish set,home_kichen,4,613,2452
26004,2026-10-24,Yasti Kale,Ahemdabad,mobile,electric,2,50411,100822
46592,2026-10-10,Radha Venkataraman,Bangalore,fan,electric,4,50042,200168
8785,2026-01-03,Zayyan Sridhar,Kolkata,Dish set,home_kichen,4,816,3264
35148,2026-07-18,Saksham Dalal,surendranagar,short top,cloth,5,1885,9425
34552,2026-08-11,Chaaya Sundaram,Jamnagar,tube light,electric,3,50018,150054
1279,2025-11-20,Indrajit Amble,junagath,t shirt,cloth,3,1768,5304
12428,2026-03-07,Shaurya Murthy,surendranagar,shirt,cloth,4,1677,6708
28845,2026-08-10,Barkha Setty,Surat,AC,electric,1,50230,50230
11398,2025-12-25,Aarini Saha,Bombay,powder,beauty_product,2,2637,5274
31907,2026-07-16,Urvi Devan,Bangalore,Dish set,home_kichen,2,458,916
10085,2026-08-08,Logan Chopra,Hyderabad,fridge,electric,2,50277,100554
48448,2026-07-03,Tanay Tank,Surat,foundation,beauty_product,2,2537,5074
12598,2026-07-19,Unnati Nayak,Kolkata,powder,beauty_product,1,2439,2439
47085,2026-06-26,Ishwar Batta,Surat,cooler,electric,4,49983,199932
19201,2026-07-24,Faras Sidhu,junagath,TV,electric,2,50035,100070
2522,2026-01-28,Quincy Divan,Hyderabad,suit,cloth,3,1566,4698
50479,2025-11-01,Meghana Shah,Ahemdabad,lipstick,beauty_product,1,2619,2619
37713,2026-04-27,Jyoti Natarajan,Ahemdabad,foundation,beauty_product,3,2577,7731
17164,2026-04-21,Rohan Kaul,Rajkot,pent,cloth,3,1704,5112
44602,2025-11-13,Daksh Palla,Hyderabad,bowl,home_kichen,2,961,1922
18445,2026-10-30,Hitesh Nagarajan,Hyderabad,crockery,home_kichen,1,497,497
18495,2025-11-13,Aarini Badal,Bangalore,blush,beauty_product,3,2548,7644
16326,2026-07-16,Pranav Lal,Surat,blush,beauty_product,2,2853,5706
32217,2026-06-14,Deepa Ratta,Rajkot,fan,electric,2,50125,100250
11298,2026-01-19,Rushil Karnik,Jamnagar,suit,cloth,4,1710,6840
2018,2026-09-25,Hredhaan Ganesh,Bombay,lipstick,beauty_product,5,2979,14895
48306,2025-12-05,Aadhya Bhardwaj,Surat,shirt,cloth,5,1948,9740
8277,2026-01-28,Barkha Nagy,Hyderabad,t shirt,cloth,1,1529,1529
39660,2026-10-15,Chanakya Lal,junagath,crockery,home_kichen,2,976,1952
21919,2025-12-15,Warda Pandya,junagath,cooler,electric,3,50349,151047
23093,2026-10-12,Aryan Goel,Ahemdabad,pent,cloth,4,1736,6944
13677,2026-03-12,Dayita Kadakia,Ahemdabad,t shirt,cloth,3,1676,5028
44363,2025-11-25,Dakshesh Chacko,Hyderabad,crockery,home_kichen,1,658,658
35493,2026-10-16,Krisha Chacko,Rajkot,spoon,home_kichen,5,501,2505
45906,2026-08-31,Vinaya Subramaniam,Jamnagar,t shirt,cloth,1,1969,1969
5689,2025-12-12,Dayita Rai,Jamnagar,spoon,home_kichen,1,891,891
50998,2025-11-17,Lila Vaidya,surendranagar,AC,electric,4,50395,201580
6971,2025-12-07,Upadhriti Divan,Gandhinahagr,powder,beauty_product,1,2947,2947
43885,2026-02-21,Anthony Som,Gandhinahagr,suit,cloth,5,1903,9515
45254,2026-05-03,Triveni Maharaj,junagath,foundation,beauty_product,4,2818,11272
14739,2026-07-23,Ekiya Ghose,Ahemdabad,powder,beauty_product,1,2479,2479
41925,2026-08-14,Oliver Brar,Surat,powder,beauty_product,2,2607,5214
33171,2026-08-27,Rachita Wable,Bombay,powder,beauty_product,3,2546,7638
50619,2026-07-15,Zayan Dey,surendranagar,suit,cloth,4,1850,7400
6601,2026-02-16,Bhavani Soni,Jamnagar,tube light,electric,3,50068,150204
10048,2026-10-24,Garima Bhandari,Bombay,foundation,beauty_product,2,2650,5300
36095,2026-04-19,Kritika Saini,junagath,powder,beauty_product,3,2903,8709
39709,2026-04-30,Dominic Mammen,junagath,t shirt,cloth,5,1827,9135
19208,2026-07-07,Ishani Vora,Ahemdabad,crockery,home_kichen,5,815,4075
17160,2026-07-25,Hemangini Bakshi,Rajkot,powder,beauty_product,1,2735,2735
29973,2026-07-19,Luke Dewan,Rajkot,shirt,cloth,2,1883,3766
4075,2026-05-23,Rishi Seth,Ahemdabad,Dish set,home_kichen,1,649,649
12257,2026-06-28,Guneet Goyal,junagath,crockery,home_kichen,1,938,938
12682,2026-01-14,Ikshita Thaker,Kolkata,kurti,cloth,1,1801,1801
11583,2026-04-25,Yahvi Dyal,Kolkata,kurti,cloth,4,1878,7512
24725,2026-06-03,Devansh Keer,junagath,mobile,electric,4,50156,200624
19814,2026-10-09,Urishilla Sathe,Jamnagar,TV,electric,4,50247,200988
22607,2026-04-11,Mohini Uppal,Hyderabad,bowl,home_kichen,4,864,3456
28174,2025-12-13,Nikita Pall,Rajkot,foundation,beauty_product,1,2701,2701
48852,2026-01-14,Alka Bajwa,Ahemdabad,suit,cloth,3,1942,5826
30223,2025-11-09,Anita Ray,Kolkata,tube light,electric,1,50494,50494
49723,2026-03-27,Wazir Sarin,Bangalore,tablet,electric,5,50159,250795
46224,2026-09-14,Ucchal Sani,Bangalore,lipstick,beauty_product,2,2700,5400
25706,2026-06-15,Abhiram Solanki,Bombay,t shirt,cloth,3,1458,4374
18480,2026-02-08,Luke Kala,Surat,bowl,home_kichen,2,430,860
23626,2026-10-24,Dhriti Chaudry,Kolkata,shirt,cloth,4,1742,6968
23752,2026-04-07,Ijaya Parekh,Bangalore,fridge,electric,1,50124,50124
42101,2025-11-15,Odika Prakash,junagath,crockery,home_kichen,2,906,1812
44437,2026-08-24,Gayathri Jaggi,Bangalore,t shirt,cloth,4,1947,7788
42315,2026-10-29,Priya Verma,Ahemdabad,fan,electric,3,50282,150846
40526,2026-04-09,Kevin Sanghvi,Surat,Dish set,home_kichen,5,624,3120
20577,2026-07-13,Nathaniel Bains,Kolkata,lipstick,beauty_product,1,2619,2619
49792,2026-05-25,Chakrika Lala,Surat,spoon,home_kichen,4,672,2688
18646,2025-12-31,Idika Bala,Hyderabad,lipstick,beauty_product,1,2814,2814
50410,2026-05-18,Nathaniel Borde,Jamnagar,spoon,home_kichen,2,848,1696
29792,2026-10-20,Aarav Oza,Gandhinahagr,shirt,cloth,4,1462,5848
36362,2026-03-01,Qabil Singh,Gandhinahagr,spoon,home_kichen,3,546,1638
20721,2026-02-13,Bakhshi Bakshi,Surat,short top,cloth,5,1717,8585
41594,2026-05-04,Yash Sodhi,Bombay,foundation,beauty_product,5,2825,14125
42269,2026-08-18,Wridesh Lalla,surendranagar,pent,cloth,2,1468,2936
50529,2026-02-07,Ethan Mangal,Gandhinahagr,tablet,electric,2,49972,99944
40340,2026-02-26,Aarav Sabharwal,Hyderabad,blush,beauty_product,2,2405,4810
12534,2026-01-28,Harrison Saxena,Jamnagar,foundation,beauty_product,4,2867,11468
11374,2026-08-24,Chameli Dhawan,Hyderabad,short top,cloth,1,1878,1878
23195,2026-07-10,Isaac Vaidya,junagath,kurti,cloth,3,1522,4566
50972,2026-06-12,Peter Narula,surendranagar,powder,beauty_product,4,2575,10300
33077,2026-05-15,Warda Bhardwaj,junagath,foundation,beauty_product,3,2402,7206
16185,2026-01-02,Sara Peri,Rajkot,fridge,electric,1,50287,50287
31927,2026-08-30,Avni Ramachandran,surendranagar,lipstick,beauty_product,1,2970,2970
14414,2026-03-11,Baljiwan Sarkar,Hyderabad,lipstick,beauty_product,1,2403,2403
36358,2026-09-14,Nandini Bera,junagath,washingmachine,electric,3,50193,150579
23801,2026-07-16,Girish Taneja,Bombay,foundation,beauty_product,3,2495,7485
31247,2026-03-15,David Sinha,Hyderabad,powder,beauty_product,5,2641,13205
16778,2026-02-19,Hema Dara,Bombay,tube light,electric,1,50406,50406
48139,2026-07-07,Kashish Varty,Surat,spoon,home_kichen,2,482,964
27656,2025-12-20,Brinda Shetty,Bombay,Dish set,home_kichen,3,862,2586
3471,2026-07-21,Oliver Kalita,Gandhinahagr,Dish set,home_kichen,4,508,2032
40199,2026-07-28,Forum Gara,Gandhinahagr,blush,beauty_product,4,2571,10284
17608,2026-07-07,Suhani Johal,Ahemdabad,fridge,electric,4,50035,200140
29794,2025-11-17,Baljiwan Jha,Kolkata,bowl,home_kichen,2,527,1054
30346,2026-02-01,Tamanna Pingle,Hyderabad,blush,beauty_product,4,2633,10532
3764,2026-08-06,Vincent Banerjee,Bangalore,AC,electric,4,50238,200952
8316,2026-05-04,Tarak Wali,Kolkata,bowl,home_kichen,4,688,2752
23272,2026-04-26,Neelima Bhasin,Surat,lipstick,beauty_product,2,2704,5408
47850,2026-08-19,Urvi Goswami,Gandhinahagr,bowl,home_kichen,1,766,766
2438,2026-03-21,Rehaan Sundaram,Bombay,spoon,home_kichen,5,890,4450
27572,2026-06-30,Qasim Sane,Rajkot,short top,cloth,3,1630,4890
13365,2026-05-19,Chaitanya Kamdar,Gandhinahagr,suit,cloth,5,1894,9470
9143,2026-04-12,Priya Nagi,Hyderabad,bowl,home_kichen,3,762,2286
32522,2026-10-09,Amara Sundaram,Bombay,crockery,home_kichen,5,510,2550
32113,2026-03-04,Hemal Babu,Hyderabad,blush,beauty_product,1,2685,2685
42014,2026-04-20,Faris Varkey,Surat,Dish set,home_kichen,3,525,1575
31093,2026-07-21,Onkar Tank,Surat,lipstick,beauty_product,5,2706,13530
43860,2026-03-28,Ishita Wali,Jamnagar,foundation,beauty_product,5,2766,13830
